BlockAddress_AB,Lat_AB,Long_AB,,Lat_C,Long_C
"200 block hickok av, Syracuse, NY",43.065955,-76.113879,,43.049405,-76.094251
"100 block northcliffe rd, Syracuse, NY",43.065996,-76.113869,,43.047286,-76.098836
"400 block ellis st, Syracuse, NY",43.047087,-76.11385,,43.047973,-76.098809
"400 block hickock av, Syracuse, NY",43.061428,-76.113464,,43.047821,-76.101843
"400 block hickok av, Syracuse, NY",43.061428,-76.113464,,43.048614,-76.10191
"300 block north av, Syracuse, NY",43.071983,-76.113406,,43.047932,-76.094687
"200 block lewiston dr, Syracuse, NY",43.024143,-76.113281,,43.046967,-76.10188
"200 block north av, Syracuse, NY",43.069962,-76.113251,,43.042387,-76.172795
"1700 block burnet av, Syracuse, NY",43.056323,-76.113146,,43.04128,-76.173975
"200 block hazelhurst av, Syracuse, NY",43.080381,-76.113112,,43.041181,-76.173633
"300 block hazelhurst av, Syracuse, NY",43.073447,-76.113036,,43.040824,-76.173087
"500 block cumberland av, Syracuse, NY",43.036647,-76.113019,,43.040973,-76.172138
"100 block arnett av, Syracuse, NY",43.069698,-76.112991,,43.039883,-76.172857
"100 block stafford av, Syracuse, NY",43.067737,-76.112924,,43.038483,-76.17412
"100 block croly st, Syracuse, NY",43.050489,-76.112867,,43.039117,-76.174559
"1300 block euclid av, Syracuse, NY",43.037118,-76.112762,,43.03845,-76.176396
"200 block stafford av, Syracuse, NY",43.0659,-76.112746,,43.038143,-76.177668
"2400 block james st, Syracuse, NY",43.068517,-76.112713,,43.038443,-76.178171
"200 block croly st, Syracuse, NY",43.048162,-76.112653,,43.037901,-76.179311
"300 block stafford av, Syracuse, NY",43.063644,-76.112561,,43.037435,-76.180356
"2100 block erie blvd e, Syracuse, NY",43.051842,-76.11252,,43.037441,-76.181559
"200 block scottholm ter, Syracuse, NY",43.04177,-76.112301,,43.036801,-76.184603
"300 block lewiston dr, Syracuse, NY",43.023542,-76.11215,,43.03586,-76.183895
"400 block stafford av, Syracuse, NY",43.061402,-76.112095,,43.036008,-76.180256
"200 block bruce st, Syracuse, NY",43.050313,-76.112027,,43.036065,-76.179055
"100 block marlborough rd, Syracuse, NY",43.068641,-76.112018,,43.03707,-76.17895
"0 block crawford av, Syracuse, NY",43.042862,-76.111981,,43.037087,-76.177824
"1800 block burnet av, Syracuse, NY",43.056351,-76.111853,,43.037208,-76.176321
"300 block nottingham rd, Syracuse, NY",43.029159,-76.111848,,43.03732,-76.174474
"1000 block col eileen collins blvd, Syracuse, NY",43.113766,-76.111732,,43.036244,-76.175449
"200 block scotholm blvd, Syracuse, NY",43.042935,-76.111612,,43.036128,-76.177756
"200 block scottholm blvd, Syracuse, NY",43.042935,-76.111612,,43.035426,-76.175685
"300 block bruce st, Syracuse, NY",43.048096,-76.111588,,43.034799,-76.177766
"100 block crawford av, Syracuse, NY",43.041674,-76.111473,,43.034753,-76.178963
"200 block forest hill dr, Syracuse, NY",43.065967,-76.111464,,43.034575,-76.183626
"2500 block james st, Syracuse, NY",43.068584,-76.111414,,43.034447,-76.175837
"1000 block meadowbrook dr, Syracuse, NY",43.034966,-76.111337,,43.033377,-76.17602
"300 block forest hill dr, Syracuse, NY",43.063713,-76.111275,,43.033274,-76.178248
"500 block nottingham rd, Syracuse, NY",43.02584,-76.111268,,43.033175,-76.180986
"100 block fobes av, Syracuse, NY",43.070116,-76.111185,,43.033011,-76.184932
"1400 block euclid av, Syracuse, NY",43.036995,-76.11103,,43.037979,-76.167741
"400 block lillian av, Syracuse, NY",43.07345,-76.110891,,43.037435,-76.166742
"200 block fenway dr, Syracuse, NY",43.048081,-76.110801,,43.036901,-76.165727
"100 block fenway dr, Syracuse, NY",43.050596,-76.110766,,43.03591,-76.167015
"300 block lillian av, Syracuse, NY",43.070609,-76.110672,,43.037636,-76.170938
"100 block lillian av, Syracuse, NY",43.068921,-76.110421,,43.03677,-76.1714
"200 block lillian av, Syracuse, NY",43.069629,-76.110396,,43.034157,-76.165508
"100 block woodbine av, Syracuse, NY",43.06862,-76.110055,,43.033289,-76.164932
"300 block salt springs rd, Syracuse, NY",43.044987,-76.110044,,43.035249,-76.167928
"300 block wodbine av, Syracuse, NY",43.063764,-76.109986,,43.035184,-76.169562
"300 block woodbine av, Syracuse, NY",43.063764,-76.109986,,43.035606,-76.171161
"700 block crawford av, Syracuse, NY",43.034511,-76.109939,,43.036346,-76.172964
"300 block crawford av, Syracuse, NY",43.039162,-76.109891,,43.035371,-76.173229
"200 block woodbine av, Syracuse, NY",43.066159,-76.109839,,43.035165,-76.171919
"100 block genesee park dr, Syracuse, NY",43.05043,-76.109822,,43.034528,-76.171207
"200 block norwood av, Syracuse, NY",43.070729,-76.109661,,43.034557,-76.168856
"200 block genesee park dr, Syracuse, NY",43.048205,-76.109661,,43.033687,-76.168145
"300 block genesee park dr, Syracuse, NY",43.045329,-76.109117,,43.033514,-76.171262
"200 block hillsdale av, Syracuse, NY",43.066072,-76.108913,,43.033424,-76.173802
"100 block hillsdale av, Syracuse, NY",43.068675,-76.108822,,43.034472,-76.173578
"400 block crawford av, Syracuse, NY",43.038347,-76.108819,,43.03794,-76.158138
"300 block ashdale av, Syracuse, NY",43.073545,-76.10873,,43.037714,-76.160216
"300 block hillsdale av, Syracuse, NY",43.063811,-76.108663,,43.03861,-76.161317
"100 block beattie st, Syracuse, NY",43.052973,-76.108654,,43.039864,-76.161701
"2200 block erie blvd e, Syracuse, NY",43.052997,-76.108641,,43.040146,-76.162895
"200 block ashdale av, Syracuse, NY",43.070783,-76.108584,,43.039575,-76.165511
"500 block northcliffe rd, Syracuse, NY",43.066232,-76.108572,,43.039891,-76.166669
"200 block beattie st, Syracuse, NY",43.050718,-76.108431,,43.039726,-76.168597
"500 block beattie st, Syracuse, NY",43.047391,-76.108407,,43.039595,-76.171212
"400 block beattie st, Syracuse, NY",43.048264,-76.10837,,43.03846,-76.170357
"0 block beattie st, Syracuse, NY",43.049301,-76.108296,,43.038824,-76.168554
"300 block beattie st, Syracuse, NY",43.049279,-76.108295,,43.039221,-76.167135
"100 block janet dr, Syracuse, NY",43.034555,-76.108259,,43.038393,-76.163691
"100 block ridgeway av, Syracuse, NY",43.049303,-76.108251,,43.039033,-76.164564
"100 block niven st, Syracuse, NY",43.047505,-76.108096,,43.036111,-76.162671
"100 block didama st, Syracuse, NY",43.046579,-76.108031,,43.036615,-76.164047
"2800 block james st, Syracuse, NY",43.06849,-76.107303,,43.037614,-76.156652
"2300 block erie blvd e, Syracuse, NY",43.053186,-76.107003,,43.037324,-76.155405
"2400 block erie blvd e, Syracuse, NY",43.053283,-76.106202,,43.036453,-76.160311
"2900 block james st, Syracuse, NY",43.068607,-76.106057,,43.043162,-76.155041
"100 block shirley rd, Syracuse, NY",43.037444,-76.105994,,43.043056,-76.156916
"200 block east av, Syracuse, NY",43.044193,-76.105977,,43.043014,-76.157817
"100 block east av, Syracuse, NY",43.045871,-76.105813,,43.043003,-76.157989
"100 block blossom rd, Syracuse, NY",43.044076,-76.105498,,43.042937,-76.159259
"100 block brookford rd, Syracuse, NY",43.042436,-76.105354,,43.042801,-76.162217
"600 block salt springs rd, Syracuse, NY",43.045584,-76.105287,,43.042536,-76.167738
"3000 block james st, Syracuse, NY",43.068898,-76.105242,,43.041623,-76.167891
"700 block salt springs rd, Syracuse, NY",43.045596,-76.105211,,43.041897,-76.162142
"200 block brookford rd, Syracuse, NY",43.040651,-76.105097,,43.042028,-76.159057
"1500 block meadowbrook dr, Syracuse, NY",43.041101,-76.104865,,43.042219,-76.157759
"1800 block euclid av, Syracuse, NY",43.034896,-76.104573,,43.04234,-76.157656
"100 block seeley rd, Syracuse, NY",43.053202,-76.104149,,43.042314,-76.156558
"100 block rigi av, Syracuse, NY",43.069103,-76.104014,,43.042752,-76.154198
"200 block rigi av, Syracuse, NY",43.071026,-76.103956,,43.041273,-76.155573
"2300 block burnet av, Syracuse, NY",43.058368,-76.103926,,43.041725,-76.15644
"100 block nichols av, Syracuse, NY",43.068938,-76.103887,,43.040941,-76.162672
"700 block seeley rd, Syracuse, NY",43.047532,-76.103875,,43.040684,-76.168025
"100 block simon dr, Syracuse, NY",43.055618,-76.103823,,43.040387,-76.158705
"100 block delray av, Syracuse, NY",43.049732,-76.103748,,43.041083,-76.159879
"3100 block james st, Syracuse, NY",43.068838,-76.103719,,43.040168,-76.156458
"2500 block erie blvd e, Syracuse, NY",43.053344,-76.103696,,43.039696,-76.157128
"100 block hatherly rd, Syracuse, NY",43.041017,-76.103667,,43.038952,-76.155826
"100 block harwood av, Syracuse, NY",43.048123,-76.103607,,43.041531,-76.142817
"200 block mountainview av, Syracuse, NY",43.050335,-76.10356,,43.042184,-76.143552
"100 block milnor av, Syracuse, NY",43.047334,-76.103537,,43.042192,-76.144429
"300 block nichols av, Syracuse, NY",43.064204,-76.103501,,43.042195,-76.145289
"1900 block euclid av, Syracuse, NY",43.035938,-76.10344,,43.040338,-76.145011
"100 block avon rd, Syracuse, NY",43.063464,-76.103419,,43.040989,-76.144426
"1600 block meadowbrook dr, Syracuse, NY",43.041396,-76.103377,,43.039923,-76.143151
"900 block glencove rd, Syracuse, NY",43.064035,-76.103247,,43.040998,-76.143554
"1000 block sunnycrest rd, Syracuse, NY",43.061776,-76.103069,,43.039221,-76.144513
"100 block colby av, Syracuse, NY",43.071121,-76.102691,,43.038956,-76.143028
"200 block homecroft rd, Syracuse, NY",43.066297,-76.102671,,43.038725,-76.144804
"800 block salt springs rd, Syracuse, NY",43.045879,-76.102646,,43.041037,-76.146625
"100 block homecroft av, Syracuse, NY",43.069009,-76.102576,,43.042466,-76.148209
"3200 block james st, Syracuse, NY",43.069035,-76.102564,,43.041758,-76.150013
"100 block smith rd, Syracuse, NY",43.135219,-76.102452,,43.042308,-76.151115
"1700 block meadowbrook dr, Syracuse, NY",43.041587,-76.102134,,43.041609,-76.151745
"0 block northcliffe rd, Syracuse, NY",43.066468,-76.101856,,43.041349,-76.152971
"1000 block tyson pl, Syracuse, NY",43.071021,-76.101563,,43.040845,-76.154372
"100 block lynwood av, Syracuse, NY",43.069102,-76.101473,,43.041306,-76.148485
"100 block gorland av, Syracuse, NY",43.046536,-76.101399,,43.039933,-76.148175
"200 block mosley dr, Syracuse, NY",43.066316,-76.101299,,43.039972,-76.149157
"100 block mosley dr, Syracuse, NY",43.069069,-76.101224,,43.039876,-76.14992
"100 block woodside dr, Syracuse, NY",43.0356,-76.101218,,43.040109,-76.151035
"200 block hurlburt rd, Syracuse, NY",43.041394,-76.101121,,43.039598,-76.152312
"100 block hurlburt rd, Syracuse, NY",43.042573,-76.100917,,43.039368,-76.153827
"400 block brookford rd, Syracuse, NY",43.036857,-76.100808,,43.038944,-76.154906
"3300 block james st, Syracuse, NY",43.068765,-76.100787,,43.037437,-76.153941
"1100 block sunnycrest rd, Syracuse, NY",43.062083,-76.100665,,43.038406,-76.153258
"2600 block burnet av, Syracuse, NY",43.059397,-76.100437,,43.037602,-76.152028
"2600 block erie blvd e, Syracuse, NY",43.053531,-76.100359,,43.037899,-76.150687
"2600 block erie blvd, Syracuse, NY",43.053531,-76.100359,,43.039438,-76.151171
"900 block salt springs rd, Syracuse, NY",43.046522,-76.100235,,43.038743,-76.149438
"200 block delray av, Syracuse, NY",43.049891,-76.100232,,43.038738,-76.148077
"200 block plymouth dr, Syracuse, NY",43.066659,-76.100175,,43.038805,-76.146501
"300 block plymouth dr, Syracuse, NY",43.065501,-76.100116,,43.03789,-76.146445
"100 block plymouth dr, Syracuse, NY",43.069125,-76.10009,,43.037899,-76.144669
"300 block mountainview av, Syracuse, NY",43.050512,-76.100076,,43.037962,-76.142942
"3400 block james st, Syracuse, NY",43.069155,-76.099968,,43.036667,-76.143069
"200 block fayette blvd, Syracuse, NY",43.048911,-76.099942,,43.037054,-76.144601
"200 block arch st, Syracuse, NY",43.060937,-76.099731,,43.03652,-76.146359
"2700 block burnet av, Syracuse, NY",43.05928,-76.099349,,43.036836,-76.147933
"3500 block james st, Syracuse, NY",43.068919,-76.09882,,43.037228,-76.149163
"100 block cresline dr, Syracuse, NY",43.064033,-76.098808,,43.036902,-76.150016
"1300 block northcliff rd, Syracuse, NY",43.067251,-76.09872,,43.035256,-76.152984
"500 block plymouth dr, Syracuse, NY",43.062046,-76.098675,,43.033606,-76.153482
"2800 block burnet av, Syracuse, NY",43.059914,-76.098166,,43.032651,-76.153535
"2700 block erie blvd e, Syracuse, NY",43.053928,-76.09777,,43.031718,-76.153623
"600 block salisbury park dr, Syracuse, NY",43.0492,-76.09766,,43.036133,-76.144522
"300 block fayette blvd, Syracuse, NY",43.049229,-76.09765,,43.035845,-76.149028
"100 block luddington st, Syracuse, NY",43.063911,-76.097635,,43.041611,-76.137254
"400 block harwood av, Syracuse, NY",43.048429,-76.097602,,43.040265,-76.139666
"200 block roxbury rd, Syracuse, NY",43.066329,-76.096987,,43.038057,-76.141681
"2900 block burnet av, Syracuse, NY",43.060185,-76.096959,,43.040013,-76.141469
"1500 block caleb av, Syracuse, NY",43.061587,-76.09683,,43.041046,-76.141352
"100 block melbourne av, Syracuse, NY",43.050717,-76.096797,,43.038995,-76.141587
"100 block milford ct, Syracuse, NY",43.068388,-76.096453,,43.042422,-76.140542
"200 block melbourne av, Syracuse, NY",43.049272,-76.096366,,43.04217,-76.142457
"200 block erickson st, Syracuse, NY",43.062096,-76.096308,,43.042159,-76.142514
"100 block erickson st, Syracuse, NY",43.064133,-76.096274,,43.040996,-76.142474
"200 block milford dr, Syracuse, NY",43.067381,-76.09598,,43.04103,-76.142421
"3600 block james st, Syracuse, NY",43.068867,-76.095793,,43.039958,-76.142289
"300 block audobon pkwy, Syracuse, NY",43.052867,-76.095351,,43.039955,-76.142345
"300 block audubon pkwy, Syracuse, NY",43.052867,-76.095351,,43.038979,-76.142177
"700 block hazelwood av, Syracuse, NY",43.051826,-76.095205,,43.038968,-76.142111
"1100 block salt springs rd, Syracuse, NY",43.045974,-76.095189,,43.038205,-76.142056
"200 block lime st, Syracuse, NY",43.053437,-76.094531,,43.036325,-76.142498
"400 block ridgewood dr, Syracuse, NY",43.064415,-76.094425,,43.036152,-76.142168
"200 block ridgewood dr, Syracuse, NY",43.067514,-76.094361,,43.036656,-76.141621
"200 block demong dr, Syracuse, NY",43.046784,-76.093952,,43.036565,-76.14111
"300 block kimber rd, Syracuse, NY",43.039236,-76.093916,,43.036683,-76.140036
"100 block polk st, Syracuse, NY",43.053363,-76.093911,,43.036736,-76.138802
"2800 block erie blvd e, Syracuse, NY",43.054432,-76.093896,,43.035339,-76.139923
"800 block hazelwood av, Syracuse, NY",43.051702,-76.093809,,43.035268,-76.14119
"400 block kimber rd, Syracuse, NY",43.036989,-76.09375,,43.034381,-76.140612
"600 block mountainview av, Syracuse, NY",43.050845,-76.093557,,43.039963,-76.137278
"100 block phillips rd, Syracuse, NY",43.046677,-76.093373,,43.043375,-76.129636
"1200 block salt springs rd, Syracuse, NY",43.047504,-76.093259,,43.043368,-76.131315
"200 block hillsboro pkwy, Syracuse, NY",43.041268,-76.092965,,43.043391,-76.132491
"3300 block burnet av, Syracuse, NY",43.060984,-76.092587,,43.043399,-76.133601
"1300 block salt springs rd, Syracuse, NY",43.04767,-76.091634,,43.043423,-76.135502
"400 block burns av, Syracuse, NY",43.062958,-76.091515,,43.043444,-76.137219
"3400 block burnet av, Syracuse, NY",43.061146,-76.091315,,43.04345,-76.138526
"2900 block erie blvd e, Syracuse, NY",43.054805,-76.090658,,43.043465,-76.139871
"2900 block erie blvd, Syracuse, NY",43.054805,-76.090658,,43.043515,-76.14139
"400 block smith st, Syracuse, NY",43.052058,-76.090606,,43.043579,-76.142343
"300 block springfield rd, Syracuse, NY",43.051207,-76.090574,,43.043521,-76.142467
"1900 block caleb av, Syracuse, NY",43.063274,-76.090259,,43.043575,-76.142527
"200 block lockwood rd, Syracuse, NY",43.038026,-76.089884,,43.042083,-76.129515
"200 block conklin av, Syracuse, NY",43.064869,-76.089201,,43.042087,-76.131269
"1400 block salt springs rd, Syracuse, NY",43.04753,-76.089094,,43.042101,-76.132521
"100 block doll pkwy, Syracuse, NY",43.04608,-76.088816,,43.042111,-76.133629
"3000 block erie blvd e, Syracuse, NY",43.055247,-76.087604,,43.042127,-76.135538
"3000 block erie blvd, Syracuse, NY",43.055247,-76.087604,,43.041055,-76.135561
"100 block headson dr, Syracuse, NY",43.055244,-76.087595,,43.041047,-76.133658
"200 block barrington rd, Syracuse, NY",43.044696,-76.086417,,43.041041,-76.132548
"1500 block salt springs rd, Syracuse, NY",43.045622,-76.086188,,43.041021,-76.131232
"100 block gifford pkwy, Syracuse, NY",43.043323,-76.085655,,43.041012,-76.129417
"200 block gifford pkwy, Syracuse, NY",43.042284,-76.085364,,43.039909,-76.129317
"300 block barrington rd, Syracuse, NY",43.043398,-76.084384,,43.039933,-76.132302
"100 block manor dr, Syracuse, NY",43.043689,-76.082904,,43.039963,-76.135556
"200 block dewitt rd, Syracuse, NY",43.038359,-76.082566,,43.037575,-76.135018
"3100 block erie blvd e, Syracuse, NY",43.055191,-76.082396,,43.037794,-76.130722
"100 block alpine dr, Syracuse, NY",43.052293,-76.081021,,43.037833,-76.129136
"300 block kinne st, Syracuse, NY",43.070443,-76.076655,,43.03471,-76.134182
"0 block watertree dr, Syracuse, NY",43.075086,-76.070422,,43.034696,-76.138053
"100 block mccormick av, Syracuse, NY",42.8509,-75.485966,,43.034317,-76.142415
"200 block 8th av, Syracuse, NY",40.814245,-73.010433,,43.033895,-76.142871
"5800 block salina st s, Syracuse, NY",42.98705,-76.143942,,43.034287,-76.131342
"600 block beech st s, Syracuse, NY",42.98705,-76.143942,,43.044716,-76.129766
"600 block brighton av w, Syracuse, NY",42.98705,-76.143942,,43.044715,-76.131365
"600 block clinton st s, Syracuse, NY",42.98705,-76.143942,,43.044739,-76.133264
"600 block colvin st w, Syracuse, NY",42.98705,-76.143942,,43.044768,-76.135479
"100 block warrington av e, Syracuse, NY",42.994136,-76.143295,,43.044786,-76.137189
"100 block warrington rd e, Syracuse, NY",42.994136,-76.143295,,43.04483,-76.139959
"200 block cheltenham rd e, Syracuse, NY",42.995131,-76.139843,,43.044902,-76.142337
"100 block cheltenham rd e, Syracuse, NY",42.995175,-76.143472,,43.04632,-76.14234
"100 block seneca tpke e, Syracuse, NY",43.000329,-76.141913,,43.047295,-76.142313
"100 block seneca tpke w, Syracuse, NY",43.000909,-76.142713,,43.047261,-76.14206
"600 block seneca tpke e, Syracuse, NY",43.001243,-76.129228,,43.047155,-76.140997
"4600 block salina st s, Syracuse, NY",43.002762,-76.143187,,43.047085,-76.139605
"600 block seneca tpke w, Syracuse, NY",43.003286,-76.158023,,43.046574,-76.139923
"0 block nb west st, Syracuse, NY",43.005004,-78.874344,,43.045774,-76.139995
"200 block glen av w, Syracuse, NY",43.005473,-76.146028,,43.045144,-76.142514
"100 block glen av w, Syracuse, NY",43.005618,-76.143214,,43.044891,-76.142481
"100 block jefferson st e, Syracuse, NY",43.005618,-76.143214,,43.04453,-76.126102
"100 block jefferson st w, Syracuse, NY",43.005618,-76.143214,,43.043154,-76.123484
"100 block kennedy st e, Syracuse, NY",43.005618,-76.143214,,43.041409,-76.125758
"100 block kennedy st w, Syracuse, NY",43.005618,-76.143214,,43.039817,-76.125192
"100 block kirkpatrick st w, Syracuse, NY",43.005618,-76.143214,,43.042325,-76.127645
"100 block lafayette av e, Syracuse, NY",43.005618,-76.143214,,43.040388,-76.124009
"100 block lafayette av w, Syracuse, NY",43.005618,-76.143214,,43.038705,-76.126422
"100 block lafayette st w, Syracuse, NY",43.005618,-76.143214,,43.039257,-76.127322
"100 block florence av w, Syracuse, NY",43.007161,-76.143021,,43.037253,-76.126371
"100 block geddes st n, Syracuse, NY",43.007161,-76.143021,,43.037315,-76.125101
"100 block genesee pkwy e, Syracuse, NY",43.007161,-76.143021,,43.037441,-76.123861
"100 block genesee st e, Syracuse, NY",43.007161,-76.143021,,43.035409,-76.123669
"4000 block salina st s, Syracuse, NY",43.009318,-76.142901,,43.037186,-76.127629
"4100 block genesee st e, Syracuse, NY",43.009318,-76.142901,,43.035341,-76.124919
"4100 block salina st s, Syracuse, NY",43.009318,-76.142901,,43.035286,-76.126184
"4200 block salina st s, Syracuse, NY",43.009318,-76.142901,,43.035219,-76.127442
"4300 block salina st s, Syracuse, NY",43.009318,-76.142901,,43.035159,-76.128882
"4400 block salina st s, Syracuse, NY",43.009318,-76.142901,,43.032343,-76.128693
"4500 block salina st s, Syracuse, NY",43.009318,-76.142901,,43.03368,-76.126671
"4600 block onondaga blvd w, Syracuse, NY",43.009318,-76.142901,,43.033008,-76.125344
"700 block brighton av e, Syracuse, NY",43.009939,-76.13323,,43.033178,-76.123465
"3900 block salina st s, Syracuse, NY",43.010723,-76.142165,,43.031141,-76.123273
"3800 block salina st s, Syracuse, NY",43.011592,-76.142021,,43.031161,-76.124499
"3100 block brighton av e, Syracuse, NY",43.011668,-76.13411,,43.03142,-76.125816
"3100 block genesee st e, Syracuse, NY",43.011668,-76.13411,,43.031057,-76.127249
"3700 block salina st s, Syracuse, NY",43.012302,-76.142252,,43.031323,-76.126539
"3800 block genesee st e, Syracuse, NY",43.012302,-76.142252,,43.032577,-76.127139
"500 block brighton av e, Syracuse, NY",43.013109,-76.135433,,43.033432,-76.127833
"0 block salina st s, Syracuse, NY",43.013689,-76.141669,,43.041644,-76.114419
"500 block ostrander av w, Syracuse, NY",43.013958,-76.152211,,43.039334,-76.114704
"300 block ostrander av w, Syracuse, NY",43.014113,-76.148326,,43.040357,-76.115937
"300 block pleasant av w, Syracuse, NY",43.014113,-76.148326,,43.041135,-76.117939
"300 block salina st n, Syracuse, NY",43.014113,-76.148326,,43.040269,-76.117866
"300 block salina st s, Syracuse, NY",43.014113,-76.148326,,43.039406,-76.117802
"100 block ostrander av w, Syracuse, NY",43.01432,-76.141392,,43.037751,-76.118294
"3400 block salina st s, Syracuse, NY",43.015117,-76.141491,,43.038103,-76.11706
"100 block lynhurst av w, Syracuse, NY",43.015289,-76.141144,,43.038008,-76.115776
"100 block martin luther king  w, Syracuse, NY",43.015289,-76.141144,,43.035968,-76.113285
"100 block matson av e, Syracuse, NY",43.015289,-76.141144,,43.035916,-76.114464
"100 block matson av w, Syracuse, NY",43.015289,-76.141144,,43.036469,-76.115753
"200 block calthrop av w, Syracuse, NY",43.015926,-76.14534,,43.036125,-76.116801
"100 block calthrop av w, Syracuse, NY",43.016207,-76.141217,,43.036181,-76.118267
"600 block newell st w, Syracuse, NY",43.016901,-76.154669,,43.034564,-76.118129
"500 block newell st w, Syracuse, NY",43.017004,-76.15373,,43.034625,-76.116896
"400 block brighton av e, Syracuse, NY",43.017462,-76.138192,,43.034124,-76.115581
"3100 block salina st s, Syracuse, NY",43.017724,-76.142042,,43.033735,-76.114308
"3200 block salina st s, Syracuse, NY",43.017724,-76.142042,,43.033783,-76.113135
"3300 block genesee st e, Syracuse, NY",43.017724,-76.142042,,43.03228,-76.113197
"100 block newell st w, Syracuse, NY",43.017996,-76.142215,,43.032505,-76.112341
"900 block lafayette av w, Syracuse, NY",43.018417,-76.158163,,43.032219,-76.112103
"600 block lafayette av w, Syracuse, NY",43.018547,-76.152903,,43.031717,-76.111974
"200 block corning av w, Syracuse, NY",43.018647,-76.146122,,43.031211,-76.112718
"500 block brighton av w, Syracuse, NY",43.019688,-76.152427,,43.031865,-76.113039
"0 block cannon st, Syracuse, NY",43.019818,-76.146141,,43.031515,-76.114155
"200 block brighton av w, Syracuse, NY",43.020349,-76.146254,,43.032121,-76.114222
"2800 block salina st s, Syracuse, NY",43.020665,-76.142975,,43.031876,-76.115443
"100 block brighton av e, Syracuse, NY",43.020673,-76.142908,,43.032814,-76.11674
"200 block craddock st, Syracuse, NY",43.02208,-76.162664,,43.031235,-76.116603
"2600 block salina st s, Syracuse, NY",43.022449,-76.143821,,43.030654,-76.115831
"2300 block state st s, Syracuse, NY",43.02314,-76.142324,,43.031083,-76.115315
"1400 block colvin st w, Syracuse, NY",43.023146,-76.160586,,43.030828,-76.115129
"1400 block fayette st e, Syracuse, NY",43.023146,-76.160586,,43.031033,-76.114088
"1400 block genesee st e, Syracuse, NY",43.023146,-76.160586,,43.034475,-76.11938
"1400 block genesee st w, Syracuse, NY",43.023146,-76.160586,,43.034509,-76.121292
"1300 block colvin st w, Syracuse, NY",43.023228,-76.159289,,43.032841,-76.122191
"1100 block colvin st w, Syracuse, NY",43.023339,-76.157112,,43.032378,-76.121246
"800 block colvin st w, Syracuse, NY",43.023633,-76.154096,,43.032759,-76.117965
"2400 block salina st s, Syracuse, NY",43.023972,-76.144541,,43.031178,-76.117837
"500 block colvin st w, Syracuse, NY",43.024186,-76.150866,,43.031087,-76.119124
"400 block colvin st w, Syracuse, NY",43.024533,-76.149384,,43.031169,-76.120608
"2200 block salina st s, Syracuse, NY",43.025053,-76.14546,,43.031205,-76.121959
"2300 block fayette st e, Syracuse, NY",43.025053,-76.14546,,43.041238,-76.119915
"2300 block genesee st e, Syracuse, NY",43.025053,-76.14546,,43.041693,-76.122044
"300 block colvin st w, Syracuse, NY",43.025089,-76.147883,,43.042644,-76.123174
"200 block colvin st w, Syracuse, NY",43.025236,-76.146418,,43.041545,-76.123217
"100 block lorraine av n, Syracuse, NY",43.025249,-76.132246,,43.038914,-76.122043
"100 block colvin st e, Syracuse, NY",43.025478,-76.13362,,43.040543,-76.120965
"100 block colvin st w, Syracuse, NY",43.025478,-76.13362,,43.039747,-76.12037
"100 block corning av e, Syracuse, NY",43.025478,-76.13362,,43.038929,-76.120129
"100 block corning av w, Syracuse, NY",43.025478,-76.13362,,43.037995,-76.121847
"100 block court st w, Syracuse, NY",43.025478,-76.13362,,43.037653,-76.119693
"100 block crouse av s, Syracuse, NY",43.025478,-76.13362,,43.037117,-76.121772
"100 block division st w, Syracuse, NY",43.025478,-76.13362,,43.049431,-76.091803
"100 block edwards av n, Syracuse, NY",43.025478,-76.13362,,43.04727,-76.092621
"100 block edwards av s, Syracuse, NY",43.025478,-76.13362,,43.046612,-76.08674
"100 block fayette st e, Syracuse, NY",43.025478,-76.13362,,43.047086,-76.089043
"100 block fayette st w, Syracuse, NY",43.025478,-76.13362,,43.04612,-76.087573
"2100 block geddes st s, Syracuse, NY",43.025645,-76.174878,,43.046294,-76.090362
"100 block bissell st e, Syracuse, NY",43.025786,-76.158852,,43.046262,-76.092581
"100 block bissell st w, Syracuse, NY",43.025802,-76.158909,,43.045422,-76.087708
"500 block summit av, Syracuse, NY",43.025919,-76.166867,,43.045166,-76.088449
"2100 block salina st s, Syracuse, NY",43.026137,-76.145557,,43.043396,-76.087016
"2100 block state st s, Syracuse, NY",43.026137,-76.145557,,43.04378,-76.086564
"2200 block fayette st e, Syracuse, NY",43.026137,-76.145557,,43.043034,-76.085383
"2200 block genesee st e, Syracuse, NY",43.026137,-76.145557,,43.042552,-76.084414
"700 block colvin st e, Syracuse, NY",43.026331,-76.137166,,43.042007,-76.084873
"200 block beard av w, Syracuse, NY",43.026642,-76.148365,,43.044187,-76.086102
"100 block beard av e, Syracuse, NY",43.026966,-76.145428,,43.044675,-76.084903
"100 block beard av w, Syracuse, NY",43.026966,-76.145428,,43.044623,-76.083249
"100 block beech st s, Syracuse, NY",43.026966,-76.145428,,43.042732,-76.082294
"2000 block salina st s, Syracuse, NY",43.027017,-76.145979,,43.04281,-76.083184
"200 block borden av w, Syracuse, NY",43.027512,-76.148755,,43.041149,-76.083203
"1900 block salina st s, Syracuse, NY",43.027875,-76.146389,,43.041301,-76.08457
"100 block borden ave, Syracuse, NY",43.027878,-76.146414,,43.042464,-76.086846
"500 block meadowbrook dr, Syracuse, NY",43.028303,-76.116587,,43.041876,-76.086939
