,X,LandUse,Total.Taxes.Owed,Num.Open.Violations,AssessedValue,VacantBuilding,ZIP,WaterService,YearBuilt,newaddress,Total_crimes,Occupied_Pr,Vacant_Pr,H_.1.3.P,H.4..P,Owner_Occupied,VacancyStatus_A
218,218,Two Family,0,0,Cheap,N,Outside NY,I,Very Old,133 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
219,219,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,119 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
220,220,Single Family,0,0,Cheap,Y,Syracuse,I,Very Old,182 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
221,221,Single Family,268.83,0,Cheap,N,Syracuse,A,Old,131 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
222,222,Single Family,0,3,Cheap,Y,Syracuse,I,Very Old,112 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
223,223,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,173 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
224,224,Single Family,336.48,0,Cheap,N,"Outside Syr, In NY",A,Very Old,196 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
225,225,Single Family,271.59,3,Cheap,N,Syracuse,A,Old,145 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
226,226,Single Family,276.43,0,Cheap,N,Syracuse,A,Old,130 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
227,227,Single Family,0,0,Cheap,N,Syracuse,A,Old,117 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
228,228,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,137 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
229,229,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,123 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
230,230,Vacant Land,50782.03,0,Cheap,N,Syracuse,unknown,Old,179 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
231,231,Single Family,0,0,Cheap,N,Syracuse,A,Old,187 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
232,232,Single Family,0,0,Cheap,N,Syracuse,A,Old,142 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
233,233,Single Family,334.37,0,Cheap,N,Syracuse,A,Old,136 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
234,234,Single Family,0,0,Cheap,N,Syracuse,A,Old,141 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
235,235,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,161 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
236,236,Single Family,0,0,Cheap,N,Syracuse,A,Old,124 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
237,237,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,159 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
238,238,Single Family,0,0,Cheap,N,Syracuse,A,Old,170 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
239,239,Single Family,1077.98,6,Cheap,N,Outside NY,A,Very Old,176 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
240,240,Single Family,0,0,Cheap,N,Syracuse,A,Old,143 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
241,241,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,164 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
242,242,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,125 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
243,243,Vacant Land,226.54,0,Cheap,N,Syracuse,unknown,New,128 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
244,244,Single Family,0,0,Cheap,N,Syracuse,A,Old,110 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
245,245,Single Family,21417.67,0,Cheap,N,Syracuse,I,Old,184 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
246,246,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,167 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
247,247,Single Family,0,0,Cheap,N,Syracuse,A,Old,156 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
248,248,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,177 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
249,249,Single Family,8132.37,0,Cheap,N,Syracuse,A,Old,165 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
250,250,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,160 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
251,251,Single Family,0,0,Cheap,N,Syracuse,A,Old,146 berger av,2,0.68,0.32,0.24,0.44,0.294,0.625
252,252,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,129 berkshire av,2,0.8,0.2,0.8,0,0.75,0
253,253,Single Family,0,0,Cheap,N,Syracuse,A,Old,131 berkshire av,2,0.8,0.2,0.8,0,0.75,0
254,254,Single Family,0,0,Cheap,N,Syracuse,A,Old,159 berkshire av,2,0.8,0.2,0.8,0,0.75,0
255,255,Single Family,0,0,Moderate,N,Syracuse,A,Very Old,119 berkshire av,2,0.8,0.2,0.8,0,0.75,0
256,256,Single Family,0,0,Cheap,N,Syracuse,A,Old,134 berkshire av,2,0.8,0.2,0.8,0,0.75,0
257,257,Two Family,0,0,Moderate,N,Syracuse,A,Old,137 berkshire av,2,0.8,0.2,0.8,0,0.75,0
258,258,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,164 berkshire av,2,0.8,0.2,0.8,0,0.75,0
259,259,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,166 berkshire av,2,0.8,0.2,0.8,0,0.75,0
260,260,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,118 berkshire av,2,0.8,0.2,0.8,0,0.75,0
261,261,Single Family,0,1,Cheap,N,Syracuse,A,Very Old,154 berkshire av,2,0.8,0.2,0.8,0,0.75,0
262,262,Single Family,0,0,Cheap,N,Syracuse,A,Old,171 berkshire av,2,0.8,0.2,0.8,0,0.75,0
263,263,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,149 berkshire av,2,0.8,0.2,0.8,0,0.75,0
264,264,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,111 berkshire av,2,0.8,0.2,0.8,0,0.75,0
265,265,Single Family,0,0,Cheap,N,Syracuse,A,Old,168 berkshire av,2,0.8,0.2,0.8,0,0.75,0
266,266,Single Family,417.37,0,Cheap,N,Syracuse,A,Old,163 berkshire av,2,0.8,0.2,0.8,0,0.75,0
267,267,Single Family,0,0,Cheap,N,Syracuse,A,Old,140 berkshire av,2,0.8,0.2,0.8,0,0.75,0
268,268,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,162 berkshire av,2,0.8,0.2,0.8,0,0.75,0
269,269,Single Family,0,0,Cheap,N,Outside NY,A,Old,130 berkshire av,2,0.8,0.2,0.8,0,0.75,0
270,270,Single Family,0,0,Cheap,N,Syracuse,A,Old,136 berkshire av,2,0.8,0.2,0.8,0,0.75,0
271,271,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,116 berkshire av,2,0.8,0.2,0.8,0,0.75,0
272,272,Single Family,0,0,Cheap,N,Syracuse,A,Old,122 berkshire av,2,0.8,0.2,0.8,0,0.75,0
273,273,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,135 berkshire av,2,0.8,0.2,0.8,0,0.75,0
274,274,Single Family,0,0,Cheap,N,Syracuse,I,Old,121 berkshire av,2,0.8,0.2,0.8,0,0.75,0
275,275,Single Family,0,0,Cheap,N,Syracuse,A,Old,112 berkshire av,2,0.8,0.2,0.8,0,0.75,0
276,276,Single Family,0,0,Cheap,N,Syracuse,A,Old,167 berkshire av,2,0.8,0.2,0.8,0,0.75,0
277,277,Single Family,1159.71,0,Moderate,N,Syracuse,A,Old,148 berkshire av,2,0.8,0.2,0.8,0,0.75,0
278,278,Single Family,0,0,Cheap,N,Syracuse,A,Old,153 berkshire av,2,0.8,0.2,0.8,0,0.75,0
279,279,Two Family,0,0,Moderate,N,Syracuse,A,Old,138 berkshire av,2,0.8,0.2,0.8,0,0.75,0
280,280,Single Family,0,0,Cheap,N,Syracuse,A,Old,126 berkshire av,2,0.8,0.2,0.8,0,0.75,0
281,281,Two Family,0,0,Cheap,N,Outside NY,A,Very Old,115 berkshire av,2,0.8,0.2,0.8,0,0.75,0
282,282,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,147 berkshire av,2,0.8,0.2,0.8,0,0.75,0
283,283,Single Family,0,10,Cheap,N,Syracuse,A,Old,110 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
284,284,Single Family,0,0,Cheap,N,Syracuse,A,Old,100 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
285,285,Single Family,0,0,Cheap,N,Syracuse,A,Old,123 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
286,286,Single Family,0,0,Cheap,N,Syracuse,A,Old,104 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
287,287,Single Family,0,0,Cheap,N,Syracuse,A,Old,111 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
288,288,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,129 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
289,289,Single Family,8058.32,2,Cheap,N,Syracuse,A,Old,118 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
290,290,Single Family,0,0,Cheap,N,Syracuse,A,Old,108 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
291,291,Two Family,0,0,Cheap,N,Syracuse,A,Old,126 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
292,292,Single Family,0,0,Cheap,N,Syracuse,A,Old,120 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
293,293,Single Family,0,0,Cheap,N,Syracuse,A,Old,119 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
294,294,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,106 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
295,295,Single Family,0,1,Cheap,Y,Outside NY,I,Old,121 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
296,296,Single Family,0,0,Cheap,N,Syracuse,A,Old,127 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
297,297,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,114 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
298,298,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,102 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
299,299,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,112 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
300,300,Single Family,0,0,Cheap,N,Syracuse,A,Old,101 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
301,301,Commercial,0,0,Moderate,N,Syracuse,A,Old,148 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
302,302,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,105 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
303,303,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,107 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
304,304,Single Family,938.91,3,Cheap,N,Outside NY,A,Old,116 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
305,305,Single Family,0,0,Cheap,N,Syracuse,A,Old,113 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
306,306,Single Family,0,0,Cheap,N,Syracuse,A,Old,103 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
307,307,Single Family,0,0,Cheap,N,Syracuse,A,Old,109 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
308,308,Two Family,3770.05,0,Cheap,N,Outside NY,A,Old,122 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
309,309,Single Family,0,0,Cheap,N,Syracuse,A,Old,115 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
310,310,Single Family,0,0,Cheap,N,Syracuse,A,Old,117 berwyn av,1,0.861,0.139,0.556,0.307,0.516,0.2
311,311,Two Family,0,0,Cheap,N,Syracuse,A,Old,129 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
312,312,Two Family,9827.65,0,Cheap,N,Syracuse,A,Old,117 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
313,313,Two Family,0,0,Cheap,N,Syracuse,A,Old,145 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
314,314,Single Family,0,0,Cheap,N,Syracuse,A,Old,141 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
315,315,Single Family,0,0,Cheap,N,Syracuse,A,Old,151 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
316,316,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,165 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
317,317,Two Family,7260.36,0,Cheap,N,Syracuse,A,Old,121 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
318,318,Single Family,0,0,Cheap,N,Syracuse,A,Old,169 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
319,319,Two Family,0,0,Cheap,N,Syracuse,I,Old,158 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
320,320,Two Family,0,0,Cheap,N,Syracuse,A,Old,163 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
321,321,Two Family,0,0,Cheap,N,Syracuse,A,Old,162 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
322,322,Single Family,0,0,Cheap,N,Syracuse,A,Old,109 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
323,323,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,146 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
324,324,Vacant Land,88885.4,0,Cheap,N,"Outside Syr, In NY",unknown,Old,191 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
325,325,Two Family,0,0,Cheap,N,Syracuse,A,Old,154 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
326,326,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,155 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
327,327,Vacant Land,44.57,0,Cheap,N,Syracuse,unknown,New,177 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
328,328,Single Family,5016.2,0,Cheap,N,Syracuse,A,Very Old,173 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
329,329,Single Family,0,0,Cheap,N,Syracuse,A,Old,134 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
330,330,Single Family,0,0,Cheap,N,Syracuse,A,Old,185 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
331,331,Two Family,0,6,Cheap,N,Outside NY,A,Old,159 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
332,332,Single Family,0,0,Cheap,N,Syracuse,A,Old,181 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
333,333,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,150 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
334,334,Two Family,0,0,Cheap,N,Syracuse,A,Old,137 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
335,335,Single Family,0,0,Cheap,N,Syracuse,A,Old,130 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
336,336,Vacant Land,99768.86,0,Cheap,N,Outside NY,unknown,New,126 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
337,337,Single Family,0,0,Cheap,N,Syracuse,A,Old,170 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
338,338,Single Family,0,0,Cheap,N,Syracuse,A,Old,140 bissell st e,8,0.886,0.114,0.629,0.257,0.29,0
339,339,Single Family,0,0,Cheap,N,Syracuse,A,Old,151 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
340,340,Vacant Land,11969.26,0,Cheap,N,Syracuse,unknown,New,123 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
341,341,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,136 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
342,342,Three Family,0,0,Cheap,N,Syracuse,A,Old,139 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
343,343,Apartment,0,0,Cheap,N,Outside NY,A,Old,118 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
344,344,Two Family,0,0,Cheap,N,Syracuse,A,Old,115 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
345,345,Two Family,1175.17,1,Cheap,N,"Outside Syr, In NY",A,Very Old,117 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
346,346,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,124 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
347,347,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,125 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
348,348,Two Family,0,0,Cheap,N,Syracuse,A,Old,143 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
349,349,Two Family,3492.95,13,Cheap,N,"Outside Syr, In NY",A,Old,132 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
350,350,Vacant Land,82017.77,0,Cheap,N,Syracuse,unknown,New,134 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
351,351,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,146 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
352,352,Single Family,0,0,Cheap,N,Syracuse,A,Old,145 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
353,353,Apartment,0,12,Cheap,Y,"Outside Syr, In NY",I,Old,122 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
354,354,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,128 bissell st w,4,0.845,0.155,0.586,0.257,0.51,0
355,355,Single Family,0,0,Moderate,N,Syracuse,A,Old,111 blossom rd,2,0.982,0.018,0.72,0.261,0.725,0
356,356,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,104 blossom rd,2,0.982,0.018,0.72,0.261,0.725,0
357,357,Two Family,0,0,Moderate,N,Syracuse,A,Old,100 blossom rd,2,0.982,0.018,0.72,0.261,0.725,0
358,358,Two Family,0,0,Moderate,N,Outside NY,A,Old,108 blossom rd,2,0.982,0.018,0.72,0.261,0.725,0
359,359,Apartment,0,0,Moderate,N,Syracuse,A,Old,112 blossom rd,2,0.982,0.018,0.72,0.261,0.725,0
360,360,Single Family,0,0,Moderate,N,Syracuse,A,Old,101 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
361,361,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,100 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
362,362,Single Family,0,0,Moderate,N,Syracuse,A,Old,108 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
363,363,Commercial,0,0,Cheap,N,Syracuse,A,Very Old,102 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
364,364,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,104 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
365,365,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,109 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
366,366,Two Family,0,0,Moderate,N,Syracuse,A,Old,103 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
367,367,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,105 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
368,368,Two Family,0,0,Cheap,N,Syracuse,I,Very Old,107 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
369,369,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,106 bristol pl,1,0.94,0.06,0.835,0.105,0.048,0
370,370,Single Family,0,0,Cheap,N,Syracuse,A,Old,114 bronson st,1,0.942,0.058,0.709,0.233,0.889,0
371,371,Single Family,0,0,Cheap,N,Syracuse,A,Old,100 bronson st,1,0.942,0.058,0.709,0.233,0.889,0
372,372,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,115 bronson st,1,0.942,0.058,0.709,0.233,0.889,0
373,373,Single Family,0,2,Cheap,N,"Outside Syr, In NY",A,Old,111 bronson st,1,0.942,0.058,0.709,0.233,0.889,0
374,374,Single Family,0,0,Cheap,N,Outside NY,A,Old,110 bronson st,1,0.942,0.058,0.709,0.233,0.889,0
375,375,Single Family,6965.7,0,Moderate,N,Outside NY,A,Old,102 brookford rd,1,0.940666667,0.059333333,0.789,0.151666667,0.514666667,0
376,376,Single Family,0,0,Cheap,N,Syracuse,A,Old,104 brookford rd,1,0.742666667,0.257333333,0.552333333,0.191333333,0.246666667,0
377,377,Single Family,0,0,Moderate,N,Syracuse,A,Old,108 brookford rd,1,0.933,0.067,0.866,0.067,0.929,0
378,378,Single Family,0,0,Moderate,N,Syracuse,A,Old,106 brookford rd,1,0.933,0.067,0.866,0.067,0.929,0
379,379,Apartment,0,0,Moderate,N,Syracuse,A,Old,109 brookford rd,1,0.859333333,0.140666667,0.736333333,0.122666667,0.275666667,0
380,380,Commercial,0,1,Cheap,Y,Syracuse,I,Old,112 burt st,1,0,1,0,0,0,0.111
381,381,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,109 burt st,1,0,1,0,0,0.245307674,0.111
382,382,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,110 burt st,1,0,1,0,0,0.224084806,0.111
383,383,Single Family,0,0,Cheap,N,Syracuse,A,Old,148 camp av,1,0.94,0.06,0.747,0.194,0.46,0
384,384,Single Family,0,0,Cheap,N,Syracuse,A,Old,136 camp av,1,0.94,0.06,0.747,0.194,0.46,0
385,385,Single Family,0,0,Cheap,Y,Syracuse,A,Old,132 camp av,1,0.94,0.06,0.747,0.194,0.46,0
386,386,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,150 camp av,1,0.94,0.06,0.747,0.194,0.46,0
387,387,Single Family,0,0,Cheap,N,Syracuse,A,Old,120 camp av,1,0.94,0.06,0.747,0.194,0.46,0
388,388,Single Family,0,1,Cheap,Y,Syracuse,A,Old,128 camp av,1,0.94,0.06,0.747,0.194,0.46,0
389,389,Single Family,0,0,Cheap,N,Syracuse,A,Old,142 camp av,1,0.94,0.06,0.747,0.194,0.46,0
390,390,Single Family,48940.48,4,Cheap,Y,Syracuse,I,Old,131 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
391,391,Two Family,2781.8,0,Cheap,N,Syracuse,A,Very Old,139 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
392,392,Single Family,930.71,2,Cheap,N,Syracuse,A,Old,145 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
393,393,Two Family,1509.95,0,Cheap,N,Syracuse,A,Very Old,126 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
394,394,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,115 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
395,395,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,118 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
396,396,Two Family,999.73,0,Cheap,N,Syracuse,A,Very Old,122 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
397,397,Vacant Land,3890.46,0,Cheap,N,Syracuse,unknown,New,119 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
398,398,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,132 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
399,399,Single Family,0,3,Cheap,Y,Syracuse,I,Old,119 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
400,400,Two Family,63092.19,4,Cheap,Y,Syracuse,I,Very Old,127 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
401,401,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,147 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
402,402,Vacant Land,40397.43,0,Cheap,N,Syracuse,I,New,114 cannon st,1,0.905,0.095,0.644,0.263,0.395,0.25
403,403,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,123 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
404,404,Single Family,0,0,Cheap,N,Syracuse,A,Old,121 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
405,405,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,106 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
406,406,Two Family,1809.3,4,Cheap,N,Syracuse,A,Old,125 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
407,407,Commercial,295.27,0,Cheap,N,Syracuse,I,Old,107 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
408,408,Single Family,0,1,Cheap,N,Syracuse,A,Very Old,108 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
409,409,Three Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,111 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
410,410,Two Family,486.93,0,Cheap,N,Syracuse,A,Old,109 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
411,411,Vacant Land,3870.19,1,Cheap,N,"Outside Syr, In NY",unknown,New,112 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
412,412,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,114 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
413,413,Vacant Land,0,1,Cheap,N,Syracuse,unknown,New,110 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
414,414,Apartment,0,0,Moderate,N,Syracuse,A,Old,113 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
415,415,Three Family,0,0,Cheap,N,Syracuse,A,Old,118 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
416,416,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,119 carbon st s,3,0.856,0.144,0.605,0.25,0.265,0.053
417,417,Vacant Land,0,0,Cheap,N,"Outside Syr, In NY",unknown,New,121 centennial dr,1,0.943,0.057,0.743,0.2,0.788,0
418,418,Vacant Land,0,4,Cheap,N,"Outside Syr, In NY",unknown,Old,151 centennial dr,1,0.943,0.057,0.743,0.2,0.788,0
419,419,Single Family,0,0,Moderate,N,Syracuse,A,Old,136 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
420,420,Single Family,0,0,Cheap,N,Syracuse,A,Old,184 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
421,421,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,123 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
422,422,Single Family,0,0,Cheap,N,Outside NY,A,Old,146 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
423,423,Single Family,0,0,Cheap,N,Syracuse,A,Old,176 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
424,424,Single Family,0,1,Cheap,N,Syracuse,A,Old,190 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
425,425,Single Family,520.6,0,Cheap,N,Syracuse,A,Old,183 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
426,426,Single Family,0,0,Cheap,N,Syracuse,A,Old,131 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
427,427,Two Family,0,1,Moderate,N,"Outside Syr, In NY",A,Old,127 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
428,428,Single Family,0,0,Cheap,N,Syracuse,A,Old,126 chaffee av,1,0.962,0.038,0.923,0.038,0.64,1
